SocialMediaApp.main;SocialMediaApp.signUp;java.lang.invoke.MethodHandleNatives.linkCallSite;java.lang.invoke.MethodHandleNatives.linkCallSiteImpl;java.lang.invoke.CallSite.makeSite;java.lang.invoke.BootstrapMethodInvoker.invoke;java.lang.invoke.Invokers$Holder.invokeExact_MT;java.lang.invoke.DelegatingMethodHandle$Holder.delegate;java.lang.invoke.DirectMethodHandle$Holder.invokeStatic;java.lang.invoke.StringConcatFactory.makeConcatWithConstants;java.lang.invoke.StringConcatFactory.generateMHInlineCopy;java.lang.invoke.StringConcatFactory.filterInPrependers;java.lang.invoke.MethodHandles.filterArgumentsWithCombiner;java.lang.invoke.MethodHandles.argumentsWithCombiner;java.lang.invoke.BoundMethodHandle$Species_L.copyWithExtendL;java.lang.invoke.DirectMethodHandle$Holder.invokeStatic;java.lang.invoke.BoundMethodHandle$Species_LL.make;java.lang.invoke.BoundMethodHandle$Species_LL.<init>;java.lang.invoke.BoundMethodHandle.<init>;java.lang.invoke.MethodHandle.<init>;java.lang.invoke.LambdaForm.prepare;java.lang.invoke.LambdaForm.compileToBytecode;java.lang.invoke.InvokerBytecodeGenerator.generateCustomizedCode;java.lang.invoke.InvokerBytecodeGenerator.generateCustomizedCodeBytes;java.lang.invoke.InvokerBytecodeGenerator.addMethod;java.lang.invoke.InvokerBytecodeGenerator.emitStaticInvoke;java.lang.invoke.InvokerBytecodeGenerator.getInternalName,0.0147
java.lang.ref.Reference$ReferenceHandler.run;java.lang.ref.Reference.processPendingReferences;java.lang.ref.Reference.waitForReferencePendingList,0.0119
SocialMediaApp.main;SocialMediaApp.viewPosts;java.util.Scanner.nextInt;java.util.Scanner.nextInt;java.util.Scanner.next;java.util.Scanner.readInput;java.io.InputStreamReader.read;java.io.Reader.read;sun.nio.cs.StreamDecoder.read;sun.nio.cs.StreamDecoder.lockedRead;sun.nio.cs.StreamDecoder.implRead;sun.nio.cs.StreamDecoder.readBytes;java.io.BufferedInputStream.read;java.io.BufferedInputStream.implRead;java.io.BufferedInputStream.read1;java.io.FileInputStream.read;java.io.FileInputStream.readBytes,3.6193
SocialMediaApp.main;SocialMediaApp.signUp;java.util.Scanner.nextLine;java.util.Scanner.findWithinHorizon;java.util.Scanner.readInput;java.io.InputStreamReader.read;java.io.Reader.read;sun.nio.cs.StreamDecoder.read;sun.nio.cs.StreamDecoder.lockedRead;sun.nio.cs.StreamDecoder.implRead;sun.nio.cs.StreamDecoder.readBytes;java.io.BufferedInputStream.read;java.io.BufferedInputStream.implRead;java.io.BufferedInputStream.read1;java.io.FileInputStream.read;java.io.FileInputStream.readBytes,1.1491
SocialMediaApp.main;SocialMediaApp.viewPosts;java.util.Scanner.nextLine;java.util.Scanner.findWithinHorizon;java.util.Scanner.readInput;java.io.InputStreamReader.read;java.io.Reader.read;sun.nio.cs.StreamDecoder.read;sun.nio.cs.StreamDecoder.lockedRead;sun.nio.cs.StreamDecoder.implRead;sun.nio.cs.StreamDecoder.readBytes;java.io.BufferedInputStream.read;java.io.BufferedInputStream.implRead;java.io.BufferedInputStream.read1;java.io.FileInputStream.read;java.io.FileInputStream.readBytes,0.9222
SocialMediaApp.main;SocialMediaApp.addPost;java.util.Scanner.nextLine;java.util.Scanner.findWithinHorizon;java.util.Scanner.readInput;java.io.InputStreamReader.read;java.io.Reader.read;sun.nio.cs.StreamDecoder.read;sun.nio.cs.StreamDecoder.lockedRead;sun.nio.cs.StreamDecoder.implRead;sun.nio.cs.StreamDecoder.readBytes;java.io.BufferedInputStream.read;java.io.BufferedInputStream.implRead;java.io.BufferedInputStream.read1;java.io.FileInputStream.read;java.io.FileInputStream.readBytes,1.7989
SocialMediaApp.main;java.util.Scanner.nextInt;java.util.Scanner.nextInt;java.util.Scanner.next;java.util.Scanner.readInput;java.io.InputStreamReader.read;java.io.Reader.read;sun.nio.cs.StreamDecoder.read;sun.nio.cs.StreamDecoder.lockedRead;sun.nio.cs.StreamDecoder.implRead;sun.nio.cs.StreamDecoder.readBytes;java.io.BufferedInputStream.read;java.io.BufferedInputStream.implRead;java.io.BufferedInputStream.read1;java.io.FileInputStream.read;java.io.FileInputStream.readBytes,6.3247
SocialMediaApp.<clinit>;java.util.Scanner.<clinit>;java.util.regex.Pattern.compile;java.util.regex.Pattern.<init>;java.util.regex.Pattern.compile;java.util.regex.Pattern.expr;java.util.regex.Pattern.sequence;java.util.regex.Pattern.clazz;java.util.regex.Pattern$CharPredicate.and;java.util.regex.Pattern.and;java.lang.invoke.MethodHandleNatives.linkCallSite;java.lang.invoke.MethodHandleNatives.linkCallSiteImpl;java.lang.invoke.CallSite.makeSite;java.lang.invoke.BootstrapMethodInvoker.invoke;java.lang.invoke.Invokers$Holder.invokeExact_MT;java.lang.invoke.DirectMethodHandle$Holder.invokeStatic;java.lang.invoke.LambdaMetafactory.metafactory;java.lang.invoke.InnerClassLambdaMetafactory.buildCallSite;java.lang.invoke.InnerClassLambdaMetafactory.spinInnerClass;java.lang.invoke.InnerClassLambdaMetafactory.generateInnerClass;java.lang.invoke.InnerClassLambdaMetafactory$ForwardingMethodGenerator.generate;jdk.internal.org.objectweb.asm.MethodVisitor.visitVarInsn;jdk.internal.org.objectweb.asm.MethodWriter.visitVarInsn,0.0147
SocialMediaApp.main;SocialMediaApp.addPost;java.lang.invoke.MethodHandleNatives.linkCallSite;java.lang.String.intern,0.0181
SocialMediaApp.main;SocialMediaApp.viewPosts;java.lang.invoke.MethodHandleNatives.linkCallSite;java.lang.invoke.MethodHandleNatives.linkCallSiteImpl;java.lang.invoke.Invokers.linkToTargetMethod;java.lang.invoke.Invokers.callSiteForm;java.lang.invoke.LambdaForm.compileToBytecode;java.lang.invoke.InvokerBytecodeGenerator.generateCustomizedCode;java.lang.invoke.InvokerBytecodeGenerator.loadMethod;java.lang.invoke.MethodHandles$Lookup$ClassDefiner.defineClass;java.lang.System$2.defineClass;java.lang.ClassLoader.defineClass0,0.0089
